,Airline,Day,Date,Departure,Arrival,Duration,Source,Destination,Stops,Fare
1127,IndiGo,Tue, 2 Nov,10:55,15:05,4h 10m,Bangalore,Mumbai,1,8958
1128,IndiGo,Tue, 2 Nov,07:05,11:35,4h 30m,Bangalore,Mumbai,1,8958
1129,IndiGo,Tue, 2 Nov,14:50,19:45,4h 55m,Bangalore,Mumbai,1,8958
1130,IndiGo,Tue, 2 Nov,15:45,20:45,5h 00m,Bangalore,Mumbai,1,8958
1131,IndiGo,Tue, 2 Nov,09:10,15:05,5h 55m,Bangalore,Mumbai,1,8958
1132,IndiGo,Tue, 2 Nov,14:50,20:45,5h 55m,Bangalore,Mumbai,1,8958
1133,IndiGo,Tue, 2 Nov,18:15,00:20,6h 05m,Bangalore,Mumbai,1,8958
1134,IndiGo,Tue, 2 Nov,15:45,22:10,6h 25m,Bangalore,Mumbai,1,8958
1135,IndiGo,Tue, 2 Nov,14:50,22:10,7h 20m,Bangalore,Mumbai,1,8958
1136,IndiGo,Tue, 2 Nov,22:55,06:35,7h 40m,Bangalore,Mumbai,1,8958
1137,Air India,Tue, 2 Nov,11:50,17:05,5h 15m,Bangalore,Mumbai,1,9064
1138,Air India,Tue, 2 Nov,17:20,09:05,15h 45m,Bangalore,Mumbai,1,9277
1139,Air India,Tue, 2 Nov,17:20,10:10,16h 50m,Bangalore,Mumbai,1,9277
1140,Air India,Tue, 2 Nov,17:20,11:15,17h 55m,Bangalore,Mumbai,1,9277
1141,Air India,Tue, 2 Nov,17:20,12:50,19h 30m,Bangalore,Mumbai,1,9277
1142,Air India,Tue, 2 Nov,17:20,18:15,24h 55m,Bangalore,Mumbai,2,9277
1143,Air India,Tue, 2 Nov,17:20,21:35,28h 15m,Bangalore,Mumbai,2,9277
1144,IndiGo,Tue, 2 Nov,06:10,10:05,3h 55m,Bangalore,Mumbai,1,9746
1145,IndiGo,Tue, 2 Nov,16:20,20:45,4h 25m,Bangalore,Mumbai,1,9746
1146,IndiGo,Tue, 2 Nov,18:45,23:25,4h 40m,Bangalore,Mumbai,1,9746
1147,IndiGo,Tue, 2 Nov,16:20,23:25,7h 05m,Bangalore,Mumbai,1,9746
1148,IndiGo,Tue, 2 Nov,13:05,20:45,7h 40m,Bangalore,Mumbai,1,9746
1149,Air India,Tue, 2 Nov,17:20,22:10,28h 50m,Bangalore,Mumbai,1,9855
1150,Air India,Tue, 2 Nov,06:40,22:25,15h 45m,Bangalore,Mumbai,2,10377
1151,Vistara,Tue, 2 Nov,08:00,14:00,6h 00m,Bangalore,Mumbai,1,10589
1152,Vistara,Tue, 2 Nov,11:30,17:40,6h 10m,Bangalore,Mumbai,1,10589
1153,Vistara,Tue, 2 Nov,08:00,15:00,7h 00m,Bangalore,Mumbai,1,10589
1154,Vistara,Tue, 2 Nov,11:30,19:05,7h 35m,Bangalore,Mumbai,1,10589
1155,Vistara,Tue, 2 Nov,11:30,20:05,8h 35m,Bangalore,Mumbai,1,10589
1156,Vistara,Tue, 2 Nov,08:00,17:40,9h 40m,Bangalore,Mumbai,1,10589
1157,Vistara,Tue, 2 Nov,11:30,21:15,9h 45m,Bangalore,Mumbai,1,10589
1158,Vistara,Tue, 2 Nov,11:30,22:00,10h 30m,Bangalore,Mumbai,1,10589
1159,Vistara,Tue, 2 Nov,21:10,08:00,10h 50m,Bangalore,Mumbai,1,10589
1160,Vistara,Tue, 2 Nov,08:00,19:05,11h 05m,Bangalore,Mumbai,1,10589
1161,Vistara,Tue, 2 Nov,07:00,12:35,5h 35m,Bangalore,Mumbai,1,10757
1162,Vistara,Tue, 2 Nov,07:00,14:00,7h 00m,Bangalore,Mumbai,1,10757
1163,Vistara,Tue, 2 Nov,09:45,17:40,7h 55m,Bangalore,Mumbai,1,10757
1164,Vistara,Tue, 2 Nov,07:00,15:00,8h 00m,Bangalore,Mumbai,1,10757
1165,Vistara,Tue, 2 Nov,09:45,19:05,9h 20m,Bangalore,Mumbai,1,10757
1166,Air India,Tue, 2 Nov,05:45,12:50,7h 05m,Bangalore,Mumbai,1,10779
1167,Air India,Tue, 2 Nov,05:45,18:15,12h 30m,Bangalore,Mumbai,2,10779
1168,Air India,Tue, 2 Nov,05:45,21:15,15h 30m,Bangalore,Mumbai,1,10779
1169,Air India,Tue, 2 Nov,05:45,22:10,16h 25m,Bangalore,Mumbai,1,10779
1170,Air India,Tue, 2 Nov,05:45,09:05,27h 20m,Bangalore,Mumbai,1,10779
1171,Vistara,Tue, 2 Nov,17:45,23:50,6h 05m,Bangalore,Mumbai,1,11261
1172,Air India,Tue, 2 Nov,10:25,18:15,7h 50m,Bangalore,Mumbai,2,11703
1173,Air India,Tue, 2 Nov,10:25,21:15,10h 50m,Bangalore,Mumbai,1,11703
1174,Air India,Tue, 2 Nov,10:25,22:10,11h 45m,Bangalore,Mumbai,1,11703
1175,Go First,Tue, 2 Nov,18:50,02:00,7h 10m,Bangalore,Mumbai,1,11766
1176,Air India,Tue, 2 Nov,18:50,12:50,18h 00m,Bangalore,Mumbai,2,12007
1177,Air India,Tue, 2 Nov,18:50,18:15,23h 25m,Bangalore,Mumbai,3,12007
1178,Air India,Tue, 2 Nov,18:50,21:35,26h 45m,Bangalore,Mumbai,3,12007
1179,Air India,Tue, 2 Nov,05:45,22:10,16h 25m,Bangalore,Mumbai,3,12469
1180,Go First,Tue, 2 Nov,14:00,20:20,6h 20m,Bangalore,Mumbai,1,12686
1181,Air India,Tue, 2 Nov,05:45,16:45,11h 00m,Bangalore,Mumbai,2,13684
1182,Vistara,Tue, 2 Nov,12:20,14:45,26h 25m,Bangalore,Mumbai,1,13789
1183,Air India,Tue, 2 Nov,11:50,12:50,25h 00m,Bangalore,Mumbai,2,13824
1184,Air India,Tue, 2 Nov,11:50,18:15,30h 25m,Bangalore,Mumbai,3,13824
1185,Air India,Tue, 2 Nov,11:50,21:35,33h 45m,Bangalore,Mumbai,3,13824
1186,Air India,Tue, 2 Nov,11:50,22:10,34h 20m,Bangalore,Mumbai,2,13824
1187,Air India,Tue, 2 Nov,17:20,16:25,23h 05m,Bangalore,Mumbai,3,14067
1188,Go First,Tue, 2 Nov,08:15,15:55,7h 40m,Bangalore,Mumbai,1,14380
1189,Go First,Tue, 2 Nov,08:15,20:20,12h 05m,Bangalore,Mumbai,1,14380
1190,Air India,Tue, 2 Nov,05:45,17:50,12h 05m,Bangalore,Mumbai,2,14664
1191,Air India,Tue, 2 Nov,11:50,09:05,21h 15m,Bangalore,Mumbai,2,14748
1192,Air India,Tue, 2 Nov,11:50,10:10,22h 20m,Bangalore,Mumbai,2,14748
1193,Air India,Tue, 2 Nov,11:50,11:15,23h 25m,Bangalore,Mumbai,2,14748
1194,Air India,Tue, 2 Nov,11:50,12:50,25h 00m,Bangalore,Mumbai,2,14748
1195,Air India,Tue, 2 Nov,11:50,18:15,30h 25m,Bangalore,Mumbai,3,14748
1196,Go First,Tue, 2 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,15059
1197,Air India,Tue, 2 Nov,05:45,15:50,10h 05m,Bangalore,Mumbai,2,15504
1198,Go First,Tue, 2 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,15888
1199,Vistara,Tue, 2 Nov,10:15,21:35,11h 20m,Bangalore,Mumbai,1,16729
1200,Air India,Tue, 2 Nov,15:30,13:25,21h 55m,Bangalore,Mumbai,1,19249
1201,Vistara,Tue, 2 Nov,12:20,20:05,7h 45m,Bangalore,Mumbai,2,30064
1202,Air India,Sat, 6 Nov,06:45,08:35,1h 50m,Bangalore,Mumbai,Non,4315
1203,Air Asia,Sat, 6 Nov,00:45,06:35,5h 50m,Bangalore,Mumbai,1,5176
1204,Air Asia,Sat, 6 Nov,13:15,19:35,6h 20m,Bangalore,Mumbai,1,5176
1205,Air Asia,Sat, 6 Nov,00:10,06:35,6h 25m,Bangalore,Mumbai,1,5176
1206,Air Asia,Sat, 6 Nov,13:10,19:35,6h 25m,Bangalore,Mumbai,1,5176
1207,Air Asia,Sat, 6 Nov,22:10,06:35,8h 25m,Bangalore,Mumbai,1,5176
1208,Air Asia,Sat, 6 Nov,05:40,19:35,13h 55m,Bangalore,Mumbai,1,5176
1209,Air Asia,Sat, 6 Nov,05:25,19:35,14h 10m,Bangalore,Mumbai,1,5176
1210,Go First,Sat, 6 Nov,05:45,07:20,1h 35m,Bangalore,Mumbai,Non,5177
1211,Go First,Sat, 6 Nov,08:10,09:50,1h 40m,Bangalore,Mumbai,Non,5177
1212,Go First,Sat, 6 Nov,16:30,18:20,1h 50m,Bangalore,Mumbai,Non,5177
1213,Go First,Sat, 6 Nov,22:00,23:55,1h 55m,Bangalore,Mumbai,Non,5177
1214,Go First,Sat, 6 Nov,14:00,20:20,6h 20m,Bangalore,Mumbai,1,5177
1215,Go First,Sat, 6 Nov,21:00,04:55,7h 55m,Bangalore,Mumbai,1,5177
1216,Go First,Sat, 6 Nov,07:40,16:35,8h 55m,Bangalore,Mumbai,1,5177
1217,Go First,Sat, 6 Nov,07:40,17:30,9h 50m,Bangalore,Mumbai,1,5177
1218,Go First,Sat, 6 Nov,22:15,09:40,11h 25m,Bangalore,Mumbai,1,5177
1219,Go First,Sat, 6 Nov,21:00,09:10,12h 10m,Bangalore,Mumbai,1,5177
1220,Go First,Sat, 6 Nov,07:40,20:25,12h 45m,Bangalore,Mumbai,1,5177
1221,IndiGo,Sat, 6 Nov,04:30,06:10,1h 40m,Bangalore,Mumbai,Non,5178
1222,IndiGo,Sat, 6 Nov,06:00,07:50,1h 50m,Bangalore,Mumbai,Non,5178
1223,IndiGo,Sat, 6 Nov,07:00,08:50,1h 50m,Bangalore,Mumbai,Non,5178
1224,IndiGo,Sat, 6 Nov,06:10,12:15,6h 05m,Bangalore,Mumbai,1,5178
1225,IndiGo,Sat, 6 Nov,18:15,00:20,6h 05m,Bangalore,Mumbai,1,5178
1226,IndiGo,Sat, 6 Nov,23:45,05:50,6h 05m,Bangalore,Mumbai,1,5178
1227,IndiGo,Sat, 6 Nov,13:05,19:15,6h 10m,Bangalore,Mumbai,1,5178
1228,IndiGo,Sat, 6 Nov,15:45,22:10,6h 25m,Bangalore,Mumbai,1,5178
1229,IndiGo,Sat, 6 Nov,14:50,22:10,7h 20m,Bangalore,Mumbai,1,5178
1230,IndiGo,Sat, 6 Nov,22:55,06:35,7h 40m,Bangalore,Mumbai,1,5178
1231,IndiGo,Sat, 6 Nov,21:55,05:50,7h 55m,Bangalore,Mumbai,1,5178
1232,Vistara,Sat, 6 Nov,06:40,08:15,1h 35m,Bangalore,Mumbai,Non,5179
1233,Air Asia,Sat, 6 Nov,05:35,07:15,1h 40m,Bangalore,Mumbai,Non,5179
1234,Vistara,Sat, 6 Nov,08:30,10:15,1h 45m,Bangalore,Mumbai,Non,5179
1235,Air Asia,Sat, 6 Nov,04:50,06:45,1h 55m,Bangalore,Mumbai,Non,5179
1236,IndiGo,Sat, 6 Nov,12:40,14:30,1h 50m,Bangalore,Mumbai,Non,5283
1237,IndiGo,Sat, 6 Nov,08:05,09:55,1h 50m,Bangalore,Mumbai,Non,5388
1238,Vistara,Sat, 6 Nov,21:40,23:25,1h 45m,Bangalore,Mumbai,Non,5494
1239,IndiGo,Sat, 6 Nov,06:15,10:15,4h 00m,Bangalore,Mumbai,1,5635
1240,Vistara,Sat, 6 Nov,11:30,13:15,1h 45m,Bangalore,Mumbai,Non,5757
1241,Vistara,Sat, 6 Nov,09:30,11:25,1h 55m,Bangalore,Mumbai,Non,5757
1242,Air Asia,Sat, 6 Nov,06:15,22:15,16h 00m,Bangalore,Mumbai,1,5901
1243,IndiGo,Sat, 6 Nov,22:40,00:35,1h 55m,Bangalore,Mumbai,Non,5913
1244,Vistara,Sat, 6 Nov,18:25,20:15,1h 50m,Bangalore,Mumbai,Non,6072
1245,IndiGo,Sat, 6 Nov,07:10,12:15,5h 05m,Bangalore,Mumbai,1,6092
1246,IndiGo,Sat, 6 Nov,10:15,16:35,6h 20m,Bangalore,Mumbai,1,6092
1247,IndiGo,Sat, 6 Nov,09:20,16:35,7h 15m,Bangalore,Mumbai,1,6092
1248,IndiGo,Sat, 6 Nov,10:30,12:25,1h 55m,Bangalore,Mumbai,Non,6333
1249,IndiGo,Sat, 6 Nov,18:00,19:50,1h 50m,Bangalore,Mumbai,Non,6543
1250,IndiGo,Sat, 6 Nov,07:05,11:35,4h 30m,Bangalore,Mumbai,1,6548
1251,IndiGo,Sat, 6 Nov,06:50,11:35,4h 45m,Bangalore,Mumbai,1,6548
1252,IndiGo,Sat, 6 Nov,15:45,20:45,5h 00m,Bangalore,Mumbai,1,6548
1253,IndiGo,Sat, 6 Nov,14:50,20:45,5h 55m,Bangalore,Mumbai,1,6548
1254,Vistara,Sat, 6 Nov,19:55,21:50,1h 55m,Bangalore,Mumbai,Non,6597
1255,Air India,Sat, 6 Nov,05:45,09:40,27h 55m,Bangalore,Mumbai,2,7149
1256,IndiGo,Sat, 6 Nov,19:35,21:35,2h 00m,Bangalore,Mumbai,Non,7173
1257,IndiGo,Sat, 6 Nov,10:55,15:05,4h 10m,Bangalore,Mumbai,1,7462
1258,IndiGo,Sat, 6 Nov,09:10,15:05,5h 55m,Bangalore,Mumbai,1,7462
1259,Air India,Sat, 6 Nov,18:50,09:40,14h 50m,Bangalore,Mumbai,1,7519
1260,Air India,Sat, 6 Nov,15:15,09:40,18h 25m,Bangalore,Mumbai,2,7519
1261,Vistara,Sat, 6 Nov,19:25,23:00,3h 35m,Bangalore,Mumbai,1,8224
1262,Vistara,Sat, 6 Nov,19:25,09:55,14h 30m,Bangalore,Mumbai,1,8224
1263,IndiGo,Sat, 6 Nov,16:50,18:35,1h 45m,Bangalore,Mumbai,Non,8538
1264,Air India,Sat, 6 Nov,07:25,22:25,15h 00m,Bangalore,Mumbai,1,8661
1265,Air India,Sat, 6 Nov,11:50,08:05,20h 15m,Bangalore,Mumbai,1,8939
1266,Vistara,Sat, 6 Nov,12:20,23:10,10h 50m,Bangalore,Mumbai,1,9012
1267,Air India,Sat, 6 Nov,06:10,12:50,6h 40m,Bangalore,Mumbai,1,9277
1268,Air India,Sat, 6 Nov,06:10,18:15,12h 05m,Bangalore,Mumbai,2,9277
1269,Air India,Sat, 6 Nov,06:10,21:15,15h 05m,Bangalore,Mumbai,1,9277
1270,Air India,Sat, 6 Nov,06:10,22:10,16h 00m,Bangalore,Mumbai,1,9277
1271,Air India,Sat, 6 Nov,06:10,09:05,26h 55m,Bangalore,Mumbai,1,9277
1272,IndiGo,Sat, 6 Nov,06:10,10:05,3h 55m,Bangalore,Mumbai,1,9746
1273,IndiGo,Sat, 6 Nov,09:05,13:05,4h 00m,Bangalore,Mumbai,1,9746
1274,IndiGo,Sat, 6 Nov,16:20,20:45,4h 25m,Bangalore,Mumbai,1,9746
1275,IndiGo,Sat, 6 Nov,18:45,23:25,4h 40m,Bangalore,Mumbai,1,9746
1276,IndiGo,Sat, 6 Nov,14:50,19:45,4h 55m,Bangalore,Mumbai,1,9746
1277,IndiGo,Sat, 6 Nov,06:15,13:05,6h 50m,Bangalore,Mumbai,1,9746
1278,IndiGo,Sat, 6 Nov,16:20,23:25,7h 05m,Bangalore,Mumbai,1,9746
1279,IndiGo,Sat, 6 Nov,13:05,20:45,7h 40m,Bangalore,Mumbai,1,9746
1280,Go First,Sat, 6 Nov,06:30,15:20,8h 50m,Bangalore,Mumbai,1,9770
1281,Air India,Sat, 6 Nov,17:50,09:05,15h 15m,Bangalore,Mumbai,1,9855
1282,Air India,Sat, 6 Nov,17:50,10:10,16h 20m,Bangalore,Mumbai,1,9855
1283,Air India,Sat, 6 Nov,17:50,11:15,17h 25m,Bangalore,Mumbai,1,9855
1284,Air India,Sat, 6 Nov,06:10,10:10,28h 00m,Bangalore,Mumbai,1,9855
1285,Air Asia,Sat, 6 Nov,11:20,22:15,10h 55m,Bangalore,Mumbai,1,10019
1286,Air India,Sat, 6 Nov,09:00,22:25,13h 25m,Bangalore,Mumbai,2,10324
1287,Go First,Sat, 6 Nov,18:50,02:00,7h 10m,Bangalore,Mumbai,1,10348
1288,SpiceJet,Sat, 6 Nov,05:55,18:50,12h 55m,Bangalore,Mumbai,1,10428
1289,Vistara,Sat, 6 Nov,07:00,12:35,5h 35m,Bangalore,Mumbai,1,10589
1290,Vistara,Sat, 6 Nov,07:00,15:00,8h 00m,Bangalore,Mumbai,1,10589
1291,Vistara,Sat, 6 Nov,07:00,17:40,10h 40m,Bangalore,Mumbai,1,10589
1292,Vistara,Sat, 6 Nov,07:00,19:05,12h 05m,Bangalore,Mumbai,1,10589
1293,Vistara,Sat, 6 Nov,21:10,09:45,12h 35m,Bangalore,Mumbai,1,10589
1294,IndiGo,Sat, 6 Nov,09:05,14:25,5h 20m,Bangalore,Mumbai,1,10659
1295,Vistara,Sat, 6 Nov,08:00,14:00,6h 00m,Bangalore,Mumbai,1,10757
1296,Vistara,Sat, 6 Nov,07:00,14:00,7h 00m,Bangalore,Mumbai,1,10757
1297,Vistara,Sat, 6 Nov,08:00,15:00,7h 00m,Bangalore,Mumbai,1,10757
1298,Vistara,Sat, 6 Nov,09:45,17:40,7h 55m,Bangalore,Mumbai,1,10757
1299,Vistara,Sat, 6 Nov,09:45,19:05,9h 20m,Bangalore,Mumbai,1,10757
1300,Vistara,Sat, 6 Nov,08:00,17:40,9h 40m,Bangalore,Mumbai,1,10757
1301,Vistara,Sat, 6 Nov,09:45,20:05,10h 20m,Bangalore,Mumbai,1,10757
1302,Air India,Sat, 6 Nov,10:25,18:15,7h 50m,Bangalore,Mumbai,2,10779
1303,Air India,Sat, 6 Nov,10:25,21:15,10h 50m,Bangalore,Mumbai,1,10779
1304,Air India,Sat, 6 Nov,10:25,22:10,11h 45m,Bangalore,Mumbai,1,10779
1305,Air India,Sat, 6 Nov,10:25,09:05,22h 40m,Bangalore,Mumbai,1,10779
1306,Go First,Sat, 6 Nov,15:45,19:40,3h 55m,Bangalore,Mumbai,1,10848
1307,SpiceJet,Sat, 6 Nov,05:55,14:45,8h 50m,Bangalore,Mumbai,1,10848
1308,Air India,Sat, 6 Nov,05:45,17:25,11h 40m,Bangalore,Mumbai,2,11045
1309,Vistara,Sat, 6 Nov,11:30,17:40,6h 10m,Bangalore,Mumbai,1,11261
1310,Vistara,Sat, 6 Nov,11:30,19:05,7h 35m,Bangalore,Mumbai,1,11261
1311,IndiGo,Sat, 6 Nov,12:45,17:45,5h 00m,Bangalore,Mumbai,1,11573
1312,IndiGo,Sat, 6 Nov,14:10,19:40,5h 30m,Bangalore,Mumbai,1,11573
1313,IndiGo,Sat, 6 Nov,12:45,19:40,6h 55m,Bangalore,Mumbai,1,11573
1314,Air India,Sat, 6 Nov,13:20,21:15,7h 55m,Bangalore,Mumbai,1,11703
1315,Air India,Sat, 6 Nov,11:50,12:50,25h 00m,Bangalore,Mumbai,2,15358
1316,Go First,Sat, 6 Nov,06:30,12:30,6h 00m,Bangalore,Mumbai,1,15756
1317,Go First,Sat, 6 Nov,09:15,17:00,7h 45m,Bangalore,Mumbai,1,16780
1318,Air India,Sat, 6 Nov,06:10,15:50,9h 40m,Bangalore,Mumbai,2,17257
1319,Vistara,Sat, 6 Nov,12:20,20:05,7h 45m,Bangalore,Mumbai,2,18514
1320,Vistara,Sat, 6 Nov,12:20,21:15,8h 55m,Bangalore,Mumbai,2,18514
1321,Vistara,Sat, 6 Nov,11:30,09:00,21h 30m,Bangalore,Mumbai,2,18737
1322,Vistara,Sat, 6 Nov,11:30,09:00,21h 30m,Bangalore,Mumbai,2,18737
1323,Vistara,Sat, 6 Nov,09:45,09:00,23h 15m,Bangalore,Mumbai,2,18737
1324,Vistara,Sat, 6 Nov,09:45,09:00,23h 15m,Bangalore,Mumbai,2,18737
1325,Vistara,Sat, 6 Nov,09:45,09:00,23h 15m,Bangalore,Mumbai,2,18737
1326,Vistara,Sat, 6 Nov,08:00,09:00,25h 00m,Bangalore,Mumbai,2,18737
1327,Vistara,Sat, 6 Nov,08:00,09:00,25h 00m,Bangalore,Mumbai,2,18737
1328,Vistara,Sat, 6 Nov,07:00,09:00,26h 00m,Bangalore,Mumbai,2,18737
1329,Vistara,Sat, 6 Nov,07:00,09:00,26h 00m,Bangalore,Mumbai,2,18737
1330,Vistara,Sat, 6 Nov,09:45,11:40,25h 55m,Bangalore,Mumbai,2,19052
1331,Vistara,Sat, 6 Nov,09:45,11:40,25h 55m,Bangalore,Mumbai,2,19052
1332,Vistara,Sat, 6 Nov,07:00,11:40,28h 40m,Bangalore,Mumbai,2,19052
1333,Vistara,Sat, 6 Nov,07:00,11:40,28h 40m,Bangalore,Mumbai,2,19052
1334,Vistara,Sat, 6 Nov,10:15,21:35,11h 20m,Bangalore,Mumbai,1,21874
1335,Vistara,Sat, 6 Nov,10:15,15:25,29h 10m,Bangalore,Mumbai,1,28069
1336,Air Asia,Sun, 7 Nov,00:45,06:35,5h 50m,Bangalore,Mumbai,1,5176
1337,Air Asia,Sun, 7 Nov,00:10,06:35,6h 25m,Bangalore,Mumbai,1,5176
1338,Air Asia,Sun, 7 Nov,22:10,06:35,8h 25m,Bangalore,Mumbai,1,5176
1339,Go First,Sun, 7 Nov,05:45,07:20,1h 35m,Bangalore,Mumbai,Non,5177
1340,Go First,Sun, 7 Nov,08:10,09:50,1h 40m,Bangalore,Mumbai,Non,5177
1341,Go First,Sun, 7 Nov,22:00,23:55,1h 55m,Bangalore,Mumbai,Non,5177
1342,Go First,Sun, 7 Nov,14:00,20:20,6h 20m,Bangalore,Mumbai,1,5177
1343,Go First,Sun, 7 Nov,21:00,04:55,7h 55m,Bangalore,Mumbai,1,5177
1344,Go First,Sun, 7 Nov,07:40,16:35,8h 55m,Bangalore,Mumbai,1,5177
1345,Go First,Sun, 7 Nov,07:40,17:30,9h 50m,Bangalore,Mumbai,1,5177
1346,Go First,Sun, 7 Nov,22:15,09:40,11h 25m,Bangalore,Mumbai,1,5177
1347,Go First,Sun, 7 Nov,21:00,09:10,12h 10m,Bangalore,Mumbai,1,5177
1348,Go First,Sun, 7 Nov,07:40,20:25,12h 45m,Bangalore,Mumbai,1,5177
1349,IndiGo,Sun, 7 Nov,04:30,06:10,1h 40m,Bangalore,Mumbai,Non,5178
1350,IndiGo,Sun, 7 Nov,06:00,07:50,1h 50m,Bangalore,Mumbai,Non,5178
1351,IndiGo,Sun, 7 Nov,07:00,08:50,1h 50m,Bangalore,Mumbai,Non,5178
1352,IndiGo,Sun, 7 Nov,23:45,05:50,6h 05m,Bangalore,Mumbai,1,5178
1353,Vistara,Sun, 7 Nov,06:40,08:15,1h 35m,Bangalore,Mumbai,Non,5179
1354,Air Asia,Sun, 7 Nov,05:35,07:15,1h 40m,Bangalore,Mumbai,Non,5179
1355,Vistara,Sun, 7 Nov,21:40,23:25,1h 45m,Bangalore,Mumbai,Non,5179
1356,Air Asia,Sun, 7 Nov,04:50,06:45,1h 55m,Bangalore,Mumbai,Non,5179
1357,Vistara,Sun, 7 Nov,09:30,11:25,1h 55m,Bangalore,Mumbai,Non,5179
1358,IndiGo,Sun, 7 Nov,08:05,09:55,1h 50m,Bangalore,Mumbai,Non,5546
1359,Go First,Sun, 7 Nov,16:30,18:20,1h 50m,Bangalore,Mumbai,Non,5755
1360,IndiGo,Sun, 7 Nov,10:30,12:25,1h 55m,Bangalore,Mumbai,Non,6858
1361,IndiGo,Sun, 7 Nov,07:10,12:15,5h 05m,Bangalore,Mumbai,1,7005
1362,IndiGo,Sun, 7 Nov,06:10,12:15,6h 05m,Bangalore,Mumbai,1,7005
1363,IndiGo,Sun, 7 Nov,22:55,06:35,7h 40m,Bangalore,Mumbai,1,7005
1364,Vistara,Sun, 7 Nov,11:30,13:15,1h 45m,Bangalore,Mumbai,Non,7122
1365,Vistara,Sun, 7 Nov,19:55,21:50,1h 55m,Bangalore,Mumbai,Non,7122
1366,IndiGo,Sun, 7 Nov,12:40,14:30,1h 50m,Bangalore,Mumbai,Non,7173
1367,IndiGo,Sun, 7 Nov,19:35,21:35,2h 00m,Bangalore,Mumbai,Non,7173
1368,IndiGo,Sun, 7 Nov,18:00,19:50,1h 50m,Bangalore,Mumbai,Non,7593
1369,IndiGo,Sun, 7 Nov,22:40,00:35,1h 55m,Bangalore,Mumbai,Non,7593
1370,Vistara,Sun, 7 Nov,18:25,20:15,1h 50m,Bangalore,Mumbai,Non,7647
1371,IndiGo,Sun, 7 Nov,10:55,15:05,4h 10m,Bangalore,Mumbai,1,7919
1372,IndiGo,Sun, 7 Nov,09:10,15:05,5h 55m,Bangalore,Mumbai,1,7919
1373,IndiGo,Sun, 7 Nov,07:05,11:35,4h 30m,Bangalore,Mumbai,1,8375
1374,Vistara,Sun, 7 Nov,19:25,09:55,14h 30m,Bangalore,Mumbai,1,8434
1375,IndiGo,Sun, 7 Nov,13:05,19:15,6h 10m,Bangalore,Mumbai,1,8832
1376,Vistara,Sun, 7 Nov,19:25,23:00,3h 35m,Bangalore,Mumbai,1,8959
1377,Air India,Sun, 7 Nov,17:50,09:05,15h 15m,Bangalore,Mumbai,1,9277
1378,Air India,Sun, 7 Nov,17:50,10:10,16h 20m,Bangalore,Mumbai,1,9277
1379,Air India,Sun, 7 Nov,17:50,11:15,17h 25m,Bangalore,Mumbai,1,9277
1380,Air India,Sun, 7 Nov,17:50,12:50,19h 00m,Bangalore,Mumbai,1,9277
1381,Air India,Sun, 7 Nov,17:50,18:15,24h 25m,Bangalore,Mumbai,2,9277
1382,Air India,Sun, 7 Nov,06:10,09:05,26h 55m,Bangalore,Mumbai,1,9277
1383,Air India,Sun, 7 Nov,17:50,21:35,27h 45m,Bangalore,Mumbai,2,9277
1384,Air India,Sun, 7 Nov,06:10,10:10,28h 00m,Bangalore,Mumbai,1,9277
1385,IndiGo,Sun, 7 Nov,06:10,10:05,3h 55m,Bangalore,Mumbai,1,9746
1386,IndiGo,Sun, 7 Nov,16:20,20:45,4h 25m,Bangalore,Mumbai,1,9746
1387,IndiGo,Sun, 7 Nov,18:45,23:25,4h 40m,Bangalore,Mumbai,1,9746
1388,IndiGo,Sun, 7 Nov,06:50,11:35,4h 45m,Bangalore,Mumbai,1,9746
1389,IndiGo,Sun, 7 Nov,15:45,20:45,5h 00m,Bangalore,Mumbai,1,9746
1390,IndiGo,Sun, 7 Nov,14:50,20:45,5h 55m,Bangalore,Mumbai,1,9746
1391,IndiGo,Sun, 7 Nov,16:20,23:25,7h 05m,Bangalore,Mumbai,1,9746
1392,IndiGo,Sun, 7 Nov,13:05,20:45,7h 40m,Bangalore,Mumbai,1,9746
1393,Air India,Sun, 7 Nov,22:00,22:25,24h 25m,Bangalore,Mumbai,1,9779
1394,IndiGo,Sun, 7 Nov,18:15,00:20,6h 05m,Bangalore,Mumbai,1,10202
1395,IndiGo,Sun, 7 Nov,15:45,22:10,6h 25m,Bangalore,Mumbai,1,10202
1396,IndiGo,Sun, 7 Nov,14:50,22:10,7h 20m,Bangalore,Mumbai,1,10202
1397,Vistara,Sun, 7 Nov,12:20,23:10,10h 50m,Bangalore,Mumbai,1,10482
1398,Air India,Sun, 7 Nov,10:25,09:05,22h 40m,Bangalore,Mumbai,1,10779
1399,Air India,Sun, 7 Nov,10:25,10:10,23h 45m,Bangalore,Mumbai,1,10779
1400,IndiGo,Sun, 7 Nov,09:20,16:35,7h 15m,Bangalore,Mumbai,1,11006
1401,Air India,Sun, 7 Nov,19:10,21:05,1h 55m,Bangalore,Mumbai,Non,11164
1402,Air India,Sun, 7 Nov,18:50,12:50,18h 00m,Bangalore,Mumbai,2,11545
1403,Air India,Sun, 7 Nov,18:50,18:15,23h 25m,Bangalore,Mumbai,3,11545
1404,Air India,Sun, 7 Nov,18:50,18:15,23h 25m,Bangalore,Mumbai,3,11545
