,Airline,Day,Date,Departure,Arrival,Duration,Source,Destination,Stops,Fare
565,Vistara,Thu, 4 Nov,13:40,15:15,25h 35m,New Delhi,Mumbai,1,7222
566,Air India,Thu, 4 Nov,06:05,15:50,9h 45m,New Delhi,Mumbai,1,7296
567,IndiGo,Thu, 4 Nov,05:15,10:05,4h 50m,New Delhi,Mumbai,1,7420
568,Vistara,Thu, 4 Nov,13:20,16:00,26h 40m,New Delhi,Mumbai,1,8213
569,Air India,Thu, 4 Nov,12:50,19:15,6h 25m,New Delhi,Mumbai,1,8260
570,IndiGo,Thu, 4 Nov,16:00,18:15,2h 15m,New Delhi,Mumbai,Non,8370
571,IndiGo,Thu, 4 Nov,04:45,07:10,2h 25m,New Delhi,Mumbai,Non,8370
572,IndiGo,Thu, 4 Nov,09:35,14:35,5h 00m,New Delhi,Mumbai,1,8423
573,IndiGo,Thu, 4 Nov,09:35,17:50,8h 15m,New Delhi,Mumbai,1,8423
574,Air India,Thu, 4 Nov,21:10,23:20,26h 10m,New Delhi,Mumbai,1,8816
575,Vistara,Thu, 4 Nov,17:10,21:35,4h 25m,New Delhi,Mumbai,1,9000
576,Vistara,Thu, 4 Nov,13:40,21:35,7h 55m,New Delhi,Mumbai,1,9053
577,IndiGo,Thu, 4 Nov,11:25,16:40,5h 15m,New Delhi,Mumbai,1,9373
578,IndiGo,Thu, 4 Nov,06:40,16:40,10h 00m,New Delhi,Mumbai,1,9373
579,Air India,Thu, 4 Nov,18:40,17:25,22h 45m,New Delhi,Mumbai,1,9473
580,Air India,Thu, 4 Nov,18:30,13:25,18h 55m,New Delhi,Mumbai,1,9555
581,Air India,Thu, 4 Nov,05:15,16:25,11h 10m,New Delhi,Mumbai,2,9566
582,Vistara,Thu, 4 Nov,17:10,15:25,22h 15m,New Delhi,Mumbai,1,9735
583,Vistara,Thu, 4 Nov,13:40,15:25,25h 45m,New Delhi,Mumbai,1,9788
584,Vistara,Thu, 4 Nov,17:40,23:00,5h 20m,New Delhi,Mumbai,1,9840
585,Vistara,Thu, 4 Nov,14:45,23:00,8h 15m,New Delhi,Mumbai,1,9840
586,Vistara,Thu, 4 Nov,20:35,09:55,13h 20m,New Delhi,Mumbai,1,9840
587,Vistara,Thu, 4 Nov,07:05,23:00,15h 55m,New Delhi,Mumbai,1,9840
588,Vistara,Thu, 4 Nov,17:40,09:55,16h 15m,New Delhi,Mumbai,1,9840
589,Vistara,Thu, 4 Nov,14:45,09:55,19h 10m,New Delhi,Mumbai,1,9840
590,Vistara,Thu, 4 Nov,20:35,23:00,26h 25m,New Delhi,Mumbai,1,9840
591,Air India,Thu, 4 Nov,04:55,13:45,8h 50m,New Delhi,Mumbai,1,9892
592,Go First,Thu, 4 Nov,19:40,02:00,6h 20m,New Delhi,Mumbai,1,9919
593,Go First,Thu, 4 Nov,06:00,12:30,6h 30m,New Delhi,Mumbai,1,9919
594,Air India,Thu, 4 Nov,21:15,08:35,11h 20m,New Delhi,Mumbai,1,9983
595,Air India,Thu, 4 Nov,21:15,10:35,13h 20m,New Delhi,Mumbai,1,9983
596,Air India,Thu, 4 Nov,13:30,08:35,19h 05m,New Delhi,Mumbai,1,9983
597,Air India,Thu, 4 Nov,13:30,10:35,21h 05m,New Delhi,Mumbai,1,9983
598,IndiGo,Thu, 4 Nov,12:55,23:25,10h 30m,New Delhi,Mumbai,1,10103
599,IndiGo,Thu, 4 Nov,10:15,18:05,7h 50m,New Delhi,Mumbai,1,10238
600,IndiGo,Thu, 4 Nov,22:15,08:25,10h 10m,New Delhi,Mumbai,1,10349
601,Go First,Thu, 4 Nov,09:10,16:15,7h 05m,New Delhi,Mumbai,1,10549
602,Air India,Thu, 4 Nov,09:45,17:05,7h 20m,New Delhi,Mumbai,1,10663
603,Air India,Thu, 4 Nov,06:50,16:45,9h 55m,New Delhi,Mumbai,2,10663
604,Air India,Thu, 4 Nov,06:05,17:05,11h 00m,New Delhi,Mumbai,1,10663
605,IndiGo,Thu, 4 Nov,11:25,22:15,10h 50m,New Delhi,Mumbai,1,10785
606,IndiGo,Thu, 4 Nov,13:30,20:20,6h 50m,New Delhi,Mumbai,1,10838
607,IndiGo,Thu, 4 Nov,13:30,22:15,8h 45m,New Delhi,Mumbai,1,10838
608,IndiGo,Thu, 4 Nov,13:30,23:10,9h 40m,New Delhi,Mumbai,1,10838
609,Air India,Thu, 4 Nov,21:15,13:45,16h 30m,New Delhi,Mumbai,1,10844
610,Air India,Thu, 4 Nov,20:15,12:25,16h 10m,New Delhi,Mumbai,1,11148
611,Air India,Thu, 4 Nov,16:55,12:25,19h 30m,New Delhi,Mumbai,1,11687
612,Air India,Thu, 4 Nov,20:40,17:05,20h 25m,New Delhi,Mumbai,1,12107
613,Go First,Thu, 4 Nov,11:30,17:00,5h 30m,New Delhi,Mumbai,1,12309
614,Go First,Thu, 4 Nov,10:45,17:00,6h 15m,New Delhi,Mumbai,1,12309
615,Go First,Thu, 4 Nov,10:45,18:20,7h 35m,New Delhi,Mumbai,1,12519
616,Go First,Thu, 4 Nov,10:45,19:40,8h 55m,New Delhi,Mumbai,1,12519
617,Air India,Thu, 4 Nov,20:15,16:45,20h 30m,New Delhi,Mumbai,2,12871
618,Go First,Thu, 4 Nov,09:00,17:00,8h 00m,New Delhi,Mumbai,1,12939
619,Air India,Thu, 4 Nov,07:05,13:25,6h 20m,New Delhi,Mumbai,1,14040
620,IndiGo,Thu, 4 Nov,22:15,05:55,7h 40m,New Delhi,Mumbai,1,15232
621,IndiGo,Thu, 4 Nov,20:20,05:55,9h 35m,New Delhi,Mumbai,1,15232
622,SpiceJet,Thu, 4 Nov,12:00,13:10,25h 10m,New Delhi,Mumbai,1,19762
623,Air India,Fri, 5 Nov,07:00,09:05,2h 05m,New Delhi,Mumbai,Non,4931
624,Air India,Fri, 5 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,4931
625,Air India,Fri, 5 Nov,10:40,12:50,2h 10m,New Delhi,Mumbai,Non,4931
626,Air India,Fri, 5 Nov,20:00,22:10,2h 10m,New Delhi,Mumbai,Non,4931
627,Air India,Fri, 5 Nov,09:00,11:15,2h 15m,New Delhi,Mumbai,Non,4931
628,Air India,Fri, 5 Nov,19:00,21:15,2h 15m,New Delhi,Mumbai,Non,4931
629,Air India,Fri, 5 Nov,15:05,18:15,3h 10m,New Delhi,Mumbai,1,4931
630,Air India,Fri, 5 Nov,17:50,21:35,3h 45m,New Delhi,Mumbai,1,4931
631,Air Asia,Fri, 5 Nov,21:25,06:45,9h 20m,New Delhi,Mumbai,1,5953
632,Air Asia,Fri, 5 Nov,21:25,07:15,9h 50m,New Delhi,Mumbai,1,5953
633,Air Asia,Fri, 5 Nov,20:45,06:45,10h 00m,New Delhi,Mumbai,1,5953
634,Air Asia,Fri, 5 Nov,20:45,07:15,10h 30m,New Delhi,Mumbai,1,5953
635,Air Asia,Fri, 5 Nov,18:35,06:45,12h 10m,New Delhi,Mumbai,1,5953
636,Air Asia,Fri, 5 Nov,18:35,07:15,12h 40m,New Delhi,Mumbai,1,5953
637,Air Asia,Fri, 5 Nov,22:10,12:25,14h 15m,New Delhi,Mumbai,1,5953
638,Go First,Fri, 5 Nov,07:00,09:10,2h 10m,New Delhi,Mumbai,Non,5954
639,Go First,Fri, 5 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5954
640,Go First,Fri, 5 Nov,22:30,00:40,2h 10m,New Delhi,Mumbai,Non,5954
641,Go First,Fri, 5 Nov,02:40,04:55,2h 15m,New Delhi,Mumbai,Non,5954
642,Go First,Fri, 5 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5954
643,Go First,Fri, 5 Nov,19:40,21:55,2h 15m,New Delhi,Mumbai,Non,5954
644,Go First,Fri, 5 Nov,21:00,23:15,2h 15m,New Delhi,Mumbai,Non,5954
645,Go First,Fri, 5 Nov,10:30,12:50,2h 20m,New Delhi,Mumbai,Non,5954
646,Go First,Fri, 5 Nov,15:00,17:30,2h 30m,New Delhi,Mumbai,Non,5954
647,Go First,Fri, 5 Nov,17:55,20:25,2h 30m,New Delhi,Mumbai,Non,5954
648,Go First,Fri, 5 Nov,09:00,15:55,6h 55m,New Delhi,Mumbai,1,5954
649,Vistara,Fri, 5 Nov,06:00,08:00,2h 00m,New Delhi,Mumbai,Non,5955
650,IndiGo,Fri, 5 Nov,06:30,08:40,2h 10m,New Delhi,Mumbai,Non,5955
651,IndiGo,Fri, 5 Nov,07:15,09:25,2h 10m,New Delhi,Mumbai,Non,5955
652,IndiGo,Fri, 5 Nov,08:10,10:20,2h 10m,New Delhi,Mumbai,Non,5955
653,Vistara,Fri, 5 Nov,09:30,11:40,2h 10m,New Delhi,Mumbai,Non,5955
654,IndiGo,Fri, 5 Nov,12:00,14:10,2h 10m,New Delhi,Mumbai,Non,5955
655,Vistara,Fri, 5 Nov,12:50,15:00,2h 10m,New Delhi,Mumbai,Non,5955
656,Vistara,Fri, 5 Nov,21:40,23:50,2h 10m,New Delhi,Mumbai,Non,5955
657,IndiGo,Fri, 5 Nov,23:15,01:25,2h 10m,New Delhi,Mumbai,Non,5955
658,IndiGo,Fri, 5 Nov,01:05,03:20,2h 15m,New Delhi,Mumbai,Non,5955
659,SpiceJet,Fri, 5 Nov,07:20,09:35,2h 15m,New Delhi,Mumbai,Non,5955
660,Vistara,Fri, 5 Nov,07:30,09:45,2h 15m,New Delhi,Mumbai,Non,5955
661,Vistara,Fri, 5 Nov,10:20,12:35,2h 15m,New Delhi,Mumbai,Non,5955
662,IndiGo,Fri, 5 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5955
663,IndiGo,Fri, 5 Nov,18:35,20:50,2h 15m,New Delhi,Mumbai,Non,5955
664,SpiceJet,Fri, 5 Nov,18:50,21:05,2h 15m,New Delhi,Mumbai,Non,5955
665,SpiceJet,Fri, 5 Nov,06:30,08:50,2h 20m,New Delhi,Mumbai,Non,5955
666,IndiGo,Fri, 5 Nov,08:45,11:05,2h 20m,New Delhi,Mumbai,Non,5955
667,Vistara,Fri, 5 Nov,08:50,11:10,2h 20m,New Delhi,Mumbai,Non,5955
668,IndiGo,Fri, 5 Nov,10:45,13:05,2h 20m,New Delhi,Mumbai,Non,5955
669,SpiceJet,Fri, 5 Nov,19:45,22:05,2h 20m,New Delhi,Mumbai,Non,5955
670,SpiceJet,Fri, 5 Nov,19:00,23:50,4h 50m,New Delhi,Mumbai,1,5955
671,IndiGo,Fri, 5 Nov,12:55,17:50,4h 55m,New Delhi,Mumbai,1,5955
672,IndiGo,Fri, 5 Nov,07:25,16:05,8h 40m,New Delhi,Mumbai,1,5955
673,IndiGo,Fri, 5 Nov,21:20,07:05,9h 45m,New Delhi,Mumbai,1,5955
674,IndiGo,Fri, 5 Nov,06:05,16:05,10h 00m,New Delhi,Mumbai,1,5955
675,IndiGo,Fri, 5 Nov,21:50,08:15,10h 25m,New Delhi,Mumbai,1,5955
676,SpiceJet,Fri, 5 Nov,19:00,10:35,15h 35m,New Delhi,Mumbai,1,5955
677,Air Asia,Fri, 5 Nov,04:25,06:35,2h 10m,New Delhi,Mumbai,Non,5956
678,Air Asia,Fri, 5 Nov,20:00,22:15,2h 15m,New Delhi,Mumbai,Non,5956
679,Vistara,Fri, 5 Nov,15:30,17:40,2h 10m,New Delhi,Mumbai,Non,6060
680,Vistara,Fri, 5 Nov,16:55,19:05,2h 10m,New Delhi,Mumbai,Non,6060
681,Vistara,Fri, 5 Nov,19:50,22:00,2h 10m,New Delhi,Mumbai,Non,6060
682,Vistara,Fri, 5 Nov,11:40,14:00,2h 20m,New Delhi,Mumbai,Non,6060
683,Vistara,Fri, 5 Nov,17:45,20:05,2h 20m,New Delhi,Mumbai,Non,6060
684,Vistara,Fri, 5 Nov,18:55,21:15,2h 20m,New Delhi,Mumbai,Non,6060
685,IndiGo,Fri, 5 Nov,09:30,11:45,2h 15m,New Delhi,Mumbai,Non,6165
686,Vistara,Fri, 5 Nov,20:40,22:50,2h 10m,New Delhi,Mumbai,Non,6375
687,IndiGo,Fri, 5 Nov,21:15,23:30,2h 15m,New Delhi,Mumbai,Non,6375
688,IndiGo,Fri, 5 Nov,17:15,19:25,2h 10m,New Delhi,Mumbai,Non,6585
689,IndiGo,Fri, 5 Nov,12:55,23:15,10h 20m,New Delhi,Mumbai,1,6769
690,SpiceJet,Fri, 5 Nov,11:20,17:20,6h 00m,New Delhi,Mumbai,1,6901
691,IndiGo,Fri, 5 Nov,07:20,14:50,7h 30m,New Delhi,Mumbai,1,6932
692,IndiGo,Fri, 5 Nov,12:55,20:45,7h 50m,New Delhi,Mumbai,1,6932
693,IndiGo,Fri, 5 Nov,13:50,19:50,6h 00m,New Delhi,Mumbai,1,7142
694,Air India,Fri, 5 Nov,06:05,15:50,9h 45m,New Delhi,Mumbai,1,7296
695,IndiGo,Fri, 5 Nov,18:30,23:10,4h 40m,New Delhi,Mumbai,1,7420
696,IndiGo,Fri, 5 Nov,11:25,20:20,8h 55m,New Delhi,Mumbai,1,7908
697,Air India,Fri, 5 Nov,06:00,23:05,17h 05m,New Delhi,Mumbai,1,8024
698,IndiGo,Fri, 5 Nov,16:00,18:15,2h 15m,New Delhi,Mumbai,Non,8370
699,IndiGo,Fri, 5 Nov,04:45,07:10,2h 25m,New Delhi,Mumbai,Non,8370
700,IndiGo,Fri, 5 Nov,11:25,16:40,5h 15m,New Delhi,Mumbai,1,8396
701,IndiGo,Fri, 5 Nov,06:40,16:40,10h 00m,New Delhi,Mumbai,1,8396
702,Air India,Fri, 5 Nov,08:10,09:40,25h 30m,New Delhi,Mumbai,1,8597
703,Vistara,Fri, 5 Nov,13:40,15:15,25h 35m,New Delhi,Mumbai,1,8640
704,Go First,Fri, 5 Nov,15:30,21:25,5h 55m,New Delhi,Mumbai,1,8869
705,Go First,Fri, 5 Nov,19:40,02:00,6h 20m,New Delhi,Mumbai,1,8869
706,IndiGo,Fri, 5 Nov,05:30,10:55,5h 25m,New Delhi,Mumbai,1,8885
707,Air India,Fri, 5 Nov,21:10,09:40,12h 30m,New Delhi,Mumbai,1,9135
708,Air India,Fri, 5 Nov,09:45,09:40,23h 55m,New Delhi,Mumbai,1,9135
709,SpiceJet,Fri, 5 Nov,15:00,12:50,21h 50m,New Delhi,Mumbai,1,9184
710,Air India,Fri, 5 Nov,08:10,23:20,15h 10m,New Delhi,Mumbai,1,9301
711,Air India,Fri, 5 Nov,07:05,13:25,6h 20m,New Delhi,Mumbai,1,9555
712,Vistara,Fri, 5 Nov,17:40,23:00,5h 20m,New Delhi,Mumbai,1,9840
713,Vistara,Fri, 5 Nov,14:45,23:00,8h 15m,New Delhi,Mumbai,1,9840
714,Vistara,Fri, 5 Nov,20:35,09:55,13h 20m,New Delhi,Mumbai,1,9840
715,Air India,Fri, 5 Nov,09:45,23:20,13h 35m,New Delhi,Mumbai,1,9840
716,Vistara,Fri, 5 Nov,07:05,23:00,15h 55m,New Delhi,Mumbai,1,9840
717,Vistara,Fri, 5 Nov,17:40,09:55,16h 15m,New Delhi,Mumbai,1,9840
718,Vistara,Fri, 5 Nov,14:45,09:55,19h 10m,New Delhi,Mumbai,1,9840
719,Vistara,Fri, 5 Nov,20:35,23:00,26h 25m,New Delhi,Mumbai,1,9840
720,Vistara,Fri, 5 Nov,07:05,09:55,26h 50m,New Delhi,Mumbai,1,9840
721,Air India,Fri, 5 Nov,06:10,08:35,26h 25m,New Delhi,Mumbai,1,9983
722,IndiGo,Fri, 5 Nov,17:55,23:15,5h 20m,New Delhi,Mumbai,1,9998
723,IndiGo,Fri, 5 Nov,12:55,23:25,10h 30m,New Delhi,Mumbai,1,10103
724,Air India,Fri, 5 Nov,06:10,21:05,14h 55m,New Delhi,Mumbai,1,10392
725,Go First,Fri, 5 Nov,09:10,16:15,7h 05m,New Delhi,Mumbai,1,10549
726,IndiGo,Fri, 5 Nov,18:00,22:25,4h 25m,New Delhi,Mumbai,1,10658
727,IndiGo,Fri, 5 Nov,10:15,18:05,7h 50m,New Delhi,Mumbai,1,10733
728,IndiGo,Fri, 5 Nov,11:25,22:15,10h 50m,New Delhi,Mumbai,1,10785
729,IndiGo,Fri, 5 Nov,13:30,20:20,6h 50m,New Delhi,Mumbai,1,10838
730,IndiGo,Fri, 5 Nov,13:30,22:15,8h 45m,New Delhi,Mumbai,1,10838
731,IndiGo,Fri, 5 Nov,13:30,23:10,9h 40m,New Delhi,Mumbai,1,10838
732,Air India,Fri, 5 Nov,18:40,17:25,22h 45m,New Delhi,Mumbai,1,10981
733,Vistara,Fri, 5 Nov,13:20,18:20,5h 00m,New Delhi,Mumbai,1,11100
734,Air India,Fri, 5 Nov,06:00,16:25,10h 25m,New Delhi,Mumbai,3,11246
735,Air India,Fri, 5 Nov,21:15,08:35,11h 20m,New Delhi,Mumbai,1,11286
736,Air India,Fri, 5 Nov,10:15,15:40,5h 25m,New Delhi,Mumbai,1,11310
737,Air India,Fri, 5 Nov,19:00,15:50,20h 50m,New Delhi,Mumbai,1,11415
738,Air India,Fri, 5 Nov,09:45,21:05,11h 20m,New Delhi,Mumbai,1,11695
739,Air India,Fri, 5 Nov,18:30,13:25,18h 55m,New Delhi,Mumbai,1,11970
740,Air India,Fri, 5 Nov,13:00,13:25,24h 25m,New Delhi,Mumbai,1,11970
741,Go First,Fri, 5 Nov,11:30,17:00,5h 30m,New Delhi,Mumbai,1,12309
742,Go First,Fri, 5 Nov,10:45,17:00,6h 15m,New Delhi,Mumbai,1,12309
743,Air India,Fri, 5 Nov,13:30,08:35,19h 05m,New Delhi,Mumbai,1,12651
744,Go First,Fri, 5 Nov,09:00,17:00,8h 00m,New Delhi,Mumbai,1,12939
745,Air India,Fri, 5 Nov,13:30,21:05,7h 35m,New Delhi,Mumbai,1,13060
746,Go First,Fri, 5 Nov,11:50,18:10,6h 20m,New Delhi,Mumbai,1,13919
747,Air India,Fri, 5 Nov,11:00,13:45,26h 45m,New Delhi,Mumbai,1,14210
748,IndiGo,Fri, 5 Nov,20:20,05:55,9h 35m,New Delhi,Mumbai,1,14250
749,IndiGo,Fri, 5 Nov,22:15,05:55,7h 40m,New Delhi,Mumbai,1,14255
750,IndiGo,Fri, 5 Nov,05:15,10:05,4h 50m,New Delhi,Mumbai,1,14744
751,IndiGo,Fri, 5 Nov,22:15,08:25,10h 10m,New Delhi,Mumbai,1,14744
752,Go First,Fri, 5 Nov,06:00,10:40,4h 40m,New Delhi,Mumbai,1,14853
753,Go First,Fri, 5 Nov,06:00,12:30,6h 30m,New Delhi,Mumbai,1,14853
754,Go First,Fri, 5 Nov,09:15,18:10,8h 55m,New Delhi,Mumbai,1,15495
755,Go First,Fri, 5 Nov,10:45,18:20,7h 35m,New Delhi,Mumbai,1,16245
756,Go First,Fri, 5 Nov,10:45,19:40,8h 55m,New Delhi,Mumbai,1,16245
757,SpiceJet,Fri, 5 Nov,12:00,13:10,25h 10m,New Delhi,Mumbai,1,16298
758,Vistara,Fri, 5 Nov,18:40,14:45,20h 05m,New Delhi,Mumbai,1,18555
759,Air India,Fri, 5 Nov,10:35,16:45,6h 10m,New Delhi,Mumbai,1,20056
760,Air India,Fri, 5 Nov,21:15,13:45,16h 30m,New Delhi,Mumbai,1,20930
761,Air India,Fri, 5 Nov,10:55,16:35,5h 40m,New Delhi,Mumbai,1,21075
762,Air India,Fri, 5 Nov,10:55,22:25,11h 30m,New Delhi,Mumbai,1,21075
763,Air India,Fri, 5 Nov,10:55,08:45,21h 50m,New Delhi,Mumbai,1,21075
764,Air India,Fri, 5 Nov,18:20,13:35,19h 15m,New Delhi,Mumbai,1,22431
765,Vistara,Fri, 5 Nov,11:10,23:10,12h 00m,New Delhi,Mumbai,1,23910
766,Air India,Fri, 5 Nov,12:45,13:35,24h 50m,New Delhi,Mumbai,1,26316
767,Vistara,Fri, 5 Nov,11:10,14:45,27h 35m,New Delhi,Mumbai,1,29580
768,Air India,Sat, 6 Nov,07:00,09:05,2h 05m,New Delhi,Mumbai,Non,4931
769,Air India,Sat, 6 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,4931
770,Air India,Sat, 6 Nov,10:40,12:50,2h 10m,New Delhi,Mumbai,Non,5416
771,Air India,Sat, 6 Nov,09:00,11:15,2h 15m,New Delhi,Mumbai,Non,5416
772,Air India,Sat, 6 Nov,15:05,18:15,3h 10m,New Delhi,Mumbai,1,5416
773,Air Asia,Sat, 6 Nov,05:20,14:10,8h 50m,New Delhi,Mumbai,1,5953
774,Air Asia,Sat, 6 Nov,22:10,12:25,14h 15m,New Delhi,Mumbai,1,5953
775,Go First,Sat, 6 Nov,07:00,09:10,2h 10m,New Delhi,Mumbai,Non,5954
776,Go First,Sat, 6 Nov,08:00,10:10,2h 10m,New Delhi,Mumbai,Non,5954
777,Go First,Sat, 6 Nov,22:30,00:40,2h 10m,New Delhi,Mumbai,Non,5954
778,Go First,Sat, 6 Nov,02:40,04:55,2h 15m,New Delhi,Mumbai,Non,5954
779,Go First,Sat, 6 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5954
780,Go First,Sat, 6 Nov,19:40,21:55,2h 15m,New Delhi,Mumbai,Non,5954
781,Go First,Sat, 6 Nov,21:00,23:15,2h 15m,New Delhi,Mumbai,Non,5954
782,Go First,Sat, 6 Nov,10:30,12:50,2h 20m,New Delhi,Mumbai,Non,5954
783,Go First,Sat, 6 Nov,15:00,17:30,2h 30m,New Delhi,Mumbai,Non,5954
784,Go First,Sat, 6 Nov,09:00,15:55,6h 55m,New Delhi,Mumbai,1,5954
785,Vistara,Sat, 6 Nov,06:00,08:00,2h 00m,New Delhi,Mumbai,Non,5955
786,IndiGo,Sat, 6 Nov,06:30,08:40,2h 10m,New Delhi,Mumbai,Non,5955
787,IndiGo,Sat, 6 Nov,07:15,09:25,2h 10m,New Delhi,Mumbai,Non,5955
788,IndiGo,Sat, 6 Nov,08:10,10:20,2h 10m,New Delhi,Mumbai,Non,5955
789,Vistara,Sat, 6 Nov,09:30,11:40,2h 10m,New Delhi,Mumbai,Non,5955
790,Vistara,Sat, 6 Nov,12:50,15:00,2h 10m,New Delhi,Mumbai,Non,5955
791,Vistara,Sat, 6 Nov,15:30,17:40,2h 10m,New Delhi,Mumbai,Non,5955
792,Vistara,Sat, 6 Nov,16:55,19:05,2h 10m,New Delhi,Mumbai,Non,5955
793,Vistara,Sat, 6 Nov,19:50,22:00,2h 10m,New Delhi,Mumbai,Non,5955
794,Air India,Sat, 6 Nov,20:00,22:10,2h 10m,New Delhi,Mumbai,Non,5955
795,IndiGo,Sat, 6 Nov,23:15,01:25,2h 10m,New Delhi,Mumbai,Non,5955
796,IndiGo,Sat, 6 Nov,01:05,03:20,2h 15m,New Delhi,Mumbai,Non,5955
797,SpiceJet,Sat, 6 Nov,07:20,09:35,2h 15m,New Delhi,Mumbai,Non,5955
798,Vistara,Sat, 6 Nov,07:30,09:45,2h 15m,New Delhi,Mumbai,Non,5955
799,Vistara,Sat, 6 Nov,10:20,12:35,2h 15m,New Delhi,Mumbai,Non,5955
800,IndiGo,Sat, 6 Nov,14:20,16:35,2h 15m,New Delhi,Mumbai,Non,5955
801,IndiGo,Sat, 6 Nov,18:35,20:50,2h 15m,New Delhi,Mumbai,Non,5955
802,Air India,Sat, 6 Nov,19:00,21:15,2h 15m,New Delhi,Mumbai,Non,5955
803,SpiceJet,Sat, 6 Nov,06:30,08:50,2h 20m,New Delhi,Mumbai,Non,5955
804,IndiGo,Sat, 6 Nov,08:45,11:05,2h 20m,New Delhi,Mumbai,Non,5955
805,Vistara,Sat, 6 Nov,08:50,11:10,2h 20m,New Delhi,Mumbai,Non,5955
806,IndiGo,Sat, 6 Nov,10:45,13:05,2h 20m,New Delhi,Mumbai,Non,5955
807,Vistara,Sat, 6 Nov,17:45,20:05,2h 20m,New Delhi,Mumbai,Non,5955
808,Vistara,Sat, 6 Nov,18:55,21:15,2h 20m,New Delhi,Mumbai,Non,5955
809,Air Asia,Sat, 6 Nov,04:25,06:35,2h 10m,New Delhi,Mumbai,Non,5956
810,Air Asia,Sat, 6 Nov,20:00,22:15,2h 15m,New Delhi,Mumbai,Non,5956
811,Vistara,Sat, 6 Nov,11:40,14:00,2h 20m,New Delhi,Mumbai,Non,6060
812,SpiceJet,Sat, 6 Nov,18:50,21:05,2h 15m,New Delhi,Mumbai,Non,6270
813,Go First,Sat, 6 Nov,17:55,20:25,2h 30m,New Delhi,Mumbai,Non,6532
814,IndiGo,Sat, 6 Nov,12:00,14:10,2h 10m,New Delhi,Mumbai,Non,6585
815,Vistara,Sat, 6 Nov,20:40,22:50,2h 10m,New Delhi,Mumbai,Non,6690
816,Vistara,Sat, 6 Nov,21:40,23:50,2h 10m,New Delhi,Mumbai,Non,6690
817,IndiGo,Sat, 6 Nov,12:55,17:50,4h 55m,New Delhi,Mumbai,1,6848
818,IndiGo,Sat, 6 Nov,09:30,11:45,2h 15m,New Delhi,Mumbai,Non,7110
819,SpiceJet,Sat, 6 Nov,19:45,22:05,2h 20m,New Delhi,Mumbai,Non,7110
820,IndiGo,Sat, 6 Nov,21:20,07:05,9h 45m,New Delhi,Mumbai,1,7420
821,SpiceJet,Sat, 6 Nov,11:20,17:20,6h 00m,New Delhi,Mumbai,1,7657
822,IndiGo,Sat, 6 Nov,11:25,20:20,8h 55m,New Delhi,Mumbai,1,7908
823,Air Asia,Sat, 6 Nov,21:25,06:45,9h 20m,New Delhi,Mumbai,1,7926
824,Air Asia,Sat, 6 Nov,21:25,07:15,9h 50m,New Delhi,Mumbai,1,7926
825,Air Asia,Sat, 6 Nov,20:45,06:45,10h 00m,New Delhi,Mumbai,1,7926
826,Air Asia,Sat, 6 Nov,20:45,07:15,10h 30m,New Delhi,Mumbai,1,7926
827,Air India,Sat, 6 Nov,05:55,23:25,17h 30m,New Delhi,Mumbai,1,8023
828,IndiGo,Sat, 6 Nov,17:15,19:25,2h 10m,New Delhi,Mumbai,Non,8370
829,IndiGo,Sat, 6 Nov,16:00,18:15,2h 15m,New Delhi,Mumbai,Non,8370
830,IndiGo,Sat, 6 Nov,04:45,07:10,2h 25m,New Delhi,Mumbai,Non,8370
831,IndiGo,Sat, 6 Nov,11:25,16:40,5h 15m,New Delhi,Mumbai,1,8396
832,IndiGo,Sat, 6 Nov,06:40,16:40,10h 00m,New Delhi,Mumbai,1,8396
833,IndiGo,Sat, 6 Nov,09:35,14:35,5h 00m,New Delhi,Mumbai,1,8423
834,IndiGo,Sat, 6 Nov,09:35,17:50,8h 15m,New Delhi,Mumbai,1,8423
835,Air Asia,Sat, 6 Nov,18:35,06:45,12h 10m,New Delhi,Mumbai,1,8869
836,Air Asia,Sat, 6 Nov,18:35,07:15,12h 40m,New Delhi,Mumbai,1,8869
837,IndiGo,Sat, 6 Nov,07:20,14:50,7h 30m,New Delhi,Mumbai,1,8885
838,IndiGo,Sat, 6 Nov,13:50,19:50,6h 00m,New Delhi,Mumbai,1,8916
839,SpiceJet,Sat, 6 Nov,19:00,23:50,4h 50m,New Delhi,Mumbai,1,9079
840,Go First,Sat, 6 Nov,15:30,21:25,5h 55m,New Delhi,Mumbai,1,9183
841,IndiGo,Sat, 6 Nov,21:50,08:15,10h 25m,New Delhi,Mumbai,1,9473
842,Air India,Sat, 6 Nov,21:10,09:40,12h 30m,New Delhi,Mumbai,1,9555
843,Air India,Sat, 6 Nov,08:10,09:40,25h 30m,New Delhi,Mumbai,1,9555
844,Vistara,Sat, 6 Nov,07:05,23:00,15h 55m,New Delhi,Mumbai,1,9840
845,Vistara,Sat, 6 Nov,07:05,09:55,26h 50m,New Delhi,Mumbai,1,9840
846,Vistara,Sat, 6 Nov,17:40,23:00,5h 20m,New Delhi,Mumbai,1,9945
